14.61936,1.043077,0.0006377245,0.0003188623
14.61919,1.042953,0.0005764964,0.0002882482
14.61939,1.043053,0.0002619568,0.0001309784
14.61929,1.042979,0.0001975862,9.879308E-05
14.61932,1.043047,0.0005194271,0.0002597136
14.61958,1.043018,0.0008771581,0.0004385791
14.61915,1.042912,0.0006668299,0.000333415
14.61929,1.043198,0.0004391927,0.0002195963
14.61933,1.043034,0.0006321199,0.0003160599
14.6191,1.043117,0.0007258309,0.0003629155
14.61943,1.043012,0.0003986501,0.0001993251
14.61928,1.042881,0.0003845233,0.0001922617
14.6194,1.042971,0.0005573385,0.0002786692
14.61922,1.04283,0.0008355406,0.0004177703
14.61937,1.04307,0.0006952602,0.0003476301
14.61916,1.043115,0.0005648701,0.0002824351
14.6193,1.042875,0.0003952581,0.0001976291
14.61937,1.043003,0.0004504817,0.0002252408
14.61941,1.042783,0.00051759,0.000258795
14.61917,1.042876,0.0004304738,0.0002152369
14.61922,1.043018,0.0008133591,0.0004066796
14.61945,1.043339,0.001341766,0.0006708828
14.61916,1.042788,0.0005320156,0.0002660078
14.61923,1.043024,0.000404823,0.0002024115
14.6194,1.043012,0.0002153853,0.0001076926
14.61933,1.043053,0.0003166753,0.0001583376
14.61926,1.04304,0.0001777863,8.889313E-05
14.61934,1.043058,0.0005303695,0.0002651847
14.61954,1.043004,0.0006187562,0.0003093781
14.61925,1.042943,0.0001258895,6.294476E-05
14.6192,1.042935,0.0004557481,0.0002278741
14.61929,1.043138,0.0003536503,0.0001768252
14.61941,1.043003,0.0002660704,0.0001330352
14.6193,1.042952,0.0003961335,0.0001980667
14.61929,1.042892,0.000141839,7.091951E-05
14.61925,1.042939,0.0005779628,0.0002889814
14.61917,1.04317,0.02158057,0.01079028
14.61003,1.041197,0.01908561,0.009542805
14.60201,1.045904,0.1691803,0.08459016
14.56665,1.12238,0.7183845,0.3591923
14.37658,1.425449,0.5013947,0.2506973
14.18453,1.565042,0.667257,0.3336285
14.13827,1.882609,0.3248711,0.1624355
13.99925,1.948341,0.2015865,0.1007932
13.90224,1.974631,0.1798161,0.08990807
13.9816,2.008781,0.1754634,0.08773172
13.92104,2.021173,0.08586998,0.04293499
13.93544,2.007208,0.09163897,0.04581948
13.94118,1.970834,0.147135,0.07356749
13.91009,2.003131,0.01203549,0.006017745
13.9156,2.002867,0.0577487,0.02887435
13.94152,2.000404,0.01405655,0.007028277
13.94334,2.002512,0.01686544,0.00843272
13.94378,2.006175,0.02353146,0.01176573
13.94533,2.007157,0.01629381,0.008146905
13.94991,2.004589,0.1130151,0.05650757
13.96417,2.003428,0.1741502,0.08707509
14.00026,1.996895,0.1733939,0.08669693
14.01893,1.922358,0.3720686,0.1860343
13.98687,1.961517,1.039122,0.5195611
14.20583,1.492448,0.9984949,0.4992474
14.55402,1.140495,0.2133495,0.1066747
14.58947,1.040706,0.01663458,0.008317289
14.58983,1.048767,0.03533072,0.01766536
14.5816,1.034359,0.004612056,0.002306028
14.5824,1.036288,0.001641879,0.0008209397
14.58265,1.036676,0.001999006,0.0009995031
14.58275,1.037578,0.001828815,0.0009144076
14.58313,1.038237,0.001930018,0.000965009
14.58344,1.03901,0.001413506,0.000706753
14.58355,1.039599,0.001251494,0.0006257468
14.58373,1.040092,0.001242192,0.0006210958
14.58412,1.040549,0.001875519,0.0009377593
14.58417,1.041158,0.001143085,0.0005715427
14.58451,1.041602,0.0008676572,0.0004338286
14.58442,1.041898,0.001130244,0.0005651219
14.58483,1.042277,0.001503864,0.0007519319
14.58525,1.042875,0.0007280802,0.0003640401
14.58516,1.043009,0.0006611201,0.00033056
