18.35406,1.673774,0,0
18.35884,1.677878,0.02503651,0.01251826
18.41102,1.632597,0.1573963,0.07869813
18.20688,1.624796,0.4102529,0.2051264
17.99115,1.665925,0.6133292,0.3066646
18.11232,1.606276,0.2961367,0.1480683
18.07024,1.538746,0.3801722,0.1900861
18.028,1.627436,0.3699925,0.1849962
18.16195,1.582809,0.3057709,0.1528854
18.16096,1.544262,0.3653691,0.1826845
18.26752,1.631853,0.2770779,0.1385389
18.29005,1.631269,0.06121935,0.03060967
18.1583,1.629733,0.3282273,0.1641137
18.05948,1.62336,0.2039571,0.1019786
18.03247,1.592974,0.2761968,0.1380984
18.18225,1.659797,0.3328078,0.1664039
18.26277,1.680041,0.197145,0.09857249
18.19561,1.686081,0.196115,0.09805748
18.06249,1.676775,0.2702986,0.1351493
17.97198,1.661052,0.1961853,0.09809263
18.01793,1.615525,0.2256582,0.1128291
18.15031,1.642538,0.2857077,0.1428539
18.14314,1.687599,0.2215207,0.1107604
17.99917,1.684617,0.294237,0.1471185
17.93126,1.634238,0.3064306,0.1532153
18.03383,1.592021,0.2363104,0.1181552
18.16549,1.680069,0.3507057,0.1753528
18.23201,1.756332,0.2044302,0.1022151
18.2433,1.768236,0.03347745,0.01673872
18.12981,1.757219,0.2362483,0.1181241
17.94844,1.660951,0.4133584,0.2066792
17.92567,1.611127,0.229691,0.1148455
18.10465,1.697928,0.4065672,0.2032836
18.2661,1.7888,0.3706684,0.1853342
18.27415,1.780367,0.09234203,0.04617102
18.26814,1.789015,0.07221188,0.03610594
18.29051,1.726874,0.1792946,0.08964728
18.28021,1.762352,0.1940247,0.09701234
