17.31629,1.706279,0,0
17.29838,1.681685,0.1192836,0.05964181
17.28728,1.695025,0.1913809,0.09569047
17.34279,1.726192,0.1717029,0.08585146
17.27297,1.73038,0.3324666,0.1662333
17.19783,1.74935,0.2808117,0.1404058
17.0997,1.716273,0.2293398,0.1146699
16.97104,1.722826,0.3969475,0.1984738
16.93184,1.726969,0.07949681,0.0397484
17.04103,1.705095,0.3595775,0.1797888
17.11763,1.686032,0.28057,0.140285
16.94857,1.626883,0.3651967,0.1825984
16.69186,1.603917,0.5549524,0.2774762
16.65216,1.563162,0.1140958,0.0570479
16.89253,1.56826,0.5823764,0.2911882
17.16769,1.58649,0.5630362,0.2815181
17.31311,1.613064,0.4318838,0.2159419
17.19174,1.64953,0.3252621,0.162631
16.97805,1.656927,0.4387562,0.2193781
16.87586,1.652024,0.217018,0.108509
16.90073,1.621576,0.09225298,0.04612649
17.10499,1.637733,0.4171194,0.2085597
17.18594,1.68956,0.2184578,0.1092289
17.13095,1.758415,0.339633,0.1698165
