5.245201,0.6143047,0,0
5.245273,0.6144862,0.0003907265,0.0001953633
5.245165,0.6145025,0.0002890414,0.0001445207
5.245025,0.6146275,0.0003998796,0.0001999398
5.245186,0.6144307,0.0006761649,0.0003380824
5.244904,0.6146145,0.0006927348,0.0003463674
5.245474,0.622637,0.01740296,0.008701478
5.189796,1.228807,1.224681,0.6123405
5.234691,1.725404,1.027178,0.5135889
5.316605,1.881178,0.355979,0.1779895
5.367406,1.905912,0.1398547,0.06992737
5.393745,1.911136,0.07316468,0.03658234
5.392926,1.914876,0.01277147,0.006385734
5.349281,1.883098,0.1219598,0.06097991
5.250019,1.357699,1.070697,0.5353485
5.218857,1.02381,0.671277,0.3356385
5.156824,0.6687067,0.7289677,0.3644838
5.12345,0.5952551,0.1616793,0.08083964
5.199896,0.6122418,0.2042279,0.1021139
5.237029,0.6156662,0.07468164,0.03734082
5.236864,0.6158445,0.005829117,0.002914559
5.237981,0.615904,0.00233254,0.00116627
5.23782,0.6157324,0.0007745862,0.0003872931
5.237936,0.6152991,0.000933036,0.000466518
5.237908,0.6154454,0.0004162267,0.0002081134
5.237771,0.6152536,0.0004882147,0.0002441073
5.238178,0.6154872,0.00118963,0.0005948148
5.238315,0.6152776,0.0005014143,0.0002507071
5.238302,0.6153119,0.0002248145,0.0001124072
5.237293,0.6153139,0.002771493,0.001385746
5.223417,0.795506,0.4446709,0.2223355
4.788853,0.9886348,1.079051,0.5395257
4.760342,1.010652,0.5326317,0.2663158
4.967997,0.9137215,0.8129582,0.4064791
4.885053,0.6691633,0.5360939,0.2680469
4.949101,0.5969913,0.2032608,0.1016304
4.956048,0.5624753,0.08632974,0.04316487
4.956046,0.5623933,0.001074046,0.000537023
4.956086,0.5619136,0.0009673535,0.0004836767
4.956464,0.5608883,0.002519589,0.001259795
4.956649,0.560801,0.0006348633,0.0003174317
4.956924,0.5604545,0.0009092349,0.0004546175
4.956924,0.559841,0.001238578,0.0006192888
4.957394,0.5589998,0.002037254,0.001018627
4.957366,0.5591,0.0007484855,0.0003742428
