-5.748241,1.503808,0,0
-5.746981,1.44782,0.5200903,0.2600451
-5.553222,1.423291,0.3930874,0.1965437
-5.248121,1.430631,0.6154971,0.3077485
-5.21996,1.428142,0.06052541,0.03026271
-5.206505,1.410223,0.5242513,0.2621257
-5.306053,1.412493,0.2076639,0.103832
-5.550998,1.380385,0.559595,0.2797975
-5.822582,1.418081,0.5836291,0.2918145
-6.005689,1.414208,0.4608414,0.2304207
-5.91116,1.417819,0.3152141,0.1576071
-5.587953,1.438956,0.6516013,0.3258006
-5.400918,1.430519,0.3748212,0.1874106
-5.235148,1.368496,0.372638,0.186319
-5.18285,1.368539,0.2773661,0.1386831
-5.313703,1.412139,0.4896199,0.2448099
-5.450306,1.423409,0.2982863,0.1491432
-5.643657,1.412439,0.4459046,0.2229523
-5.720952,1.42859,0.4186893,0.2093447
-5.666526,1.441515,0.2125935,0.1062967
-5.723909,1.463887,0.1649641,0.08248207
-5.649655,1.537048,0.2994319,0.149716
